"uid","gvkey","permno","conm","City","Number.of.Workers","WARN.Received.Date","rd_intensity_1yr","rd_intensity_3yr","rd_intensity_5yr","rd_group_1yr","rd_group_3yr","rd_group_5yr","CAR_1_Day_Window","CAR_3_Day_Window","CAR_5_Day_Window","CAR_10_Day_Window"
"14828-11SEP2023","020943",14828,"SAGE THERAPEUTICS INC","Raleigh",17,"09/11/2023",42.435987509758,29.1962269154044,28.8828437442134,"High R&D","High R&D","High R&D",0.1155144259,0.0426061102,0.0187918031,-0.0590690739
"14828-31OCT2024","020943",14828,"SAGE THERAPEUTICS INC","Cambridge",69,"10/31/2024",4.12046729512463,30.4821452604735,29.0819286181685,"High R&D","High R&D","High R&D",-0.24639707,-0.2014828822,-0.1294166432,-0.1355175614
"14836-03JUN2020","021006",14836,"INTERSECT ENT INC","Menlo Park",117,"06/03/2020",0.222489967198695,0.196905990985684,0.220072004001751,"High R&D","High R&D","High R&D",0.0024683911,0.0243325359,0.0585120897,-0.0797722576
"14823-22OCT2024","021015",14823,"OCULAR THERAPEUTIX INC","Bedford",3,"10/22/2024",1.04469311979193,1.07788750292016,2.92070749452049,"High R&D","High R&D","High R&D",-0.0152876785,-0.0050640439,0.11348654,0.1386776071
"14790-19JUL2022","021020",14790,"ADVERUM BIOTECHNOLOGIES","900 Saginaw Drive Redwood City CA 94063",27,"07/19/2022",11.8908,68.2222253101737,51.135366933552,"High R&D","High R&D","High R&D",0.0277733927,-0.1226056778,-0.0115571842,0.1349381942
"76128-16NOV2024","021238",76128,"VICOR CORP","Morganton",121,"11/16/2024",0.167523743454657,0.155719448281796,0.163198791323058,"High R&D","High R&D","High R&D",0.0184154356,-0.0504553174,-0.0341100191,0.112355441
"14941-09JUL2020","021352",14941,"AVANOS MEDICAL INC","Concord",41,"07/09/2020",0.0540424311926606,0.0601941663845407,0.045381994016667,"High R&D","High R&D","High R&D",-0.0051461355,-0.0265727213,0.0381474247,0.0136587637
"76138-21MAR2017","021487",76138,"B/E AEROSPACE INC",NA,80,"03/21/2017",0.0991169149988066,0.103010897021273,0.086915125257769,"High R&D","High R&D","High R&D",0.002455252,-0.0037417052855,-0.0166961633,-0.0202348224
"76138-25JUL2012","021487",76138,"B/E AEROSPACE INC","Holtsville",55,"07/25/2012",0.0634450756060485,0.0577478521756092,0.0623507520421336,"High R&D","High R&D","High R&D",-0.075242786,-0.1103820635,-0.0705661892,-0.1310817456
"14983-20JAN2023","021540",14983,"WAYFAIR INC","150 W Evelyn Ave Mountain View CA 94041",74,"01/20/2023",0,0,0,"Low R&D","Low R&D","Low R&D",0.3487097855,0.3073628168,0.4043045681,0.5000404152
"14983-01FEB2024","021540",14983,"WAYFAIR INC","150 W Evelyn Ave Mountain View CA 94041",72,"02/01/2024",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0132167006,-0.1169577371,-0.1208286033,-0.1517852132
"15048-13JAN2023","021604",15048,"PARAMOUNT GROUP INC","Chicago",130,"01/13/2023",0,0,0,"Low R&D","Low R&D","Low R&D",0.0428447655,0.0651811184,0.0477938094,0.0842314183
"15048-19DEC2024","021604",15048,"PARAMOUNT GROUP INC","1575 N. Gower Street Los Angeles CA 90028",2,"12/19/2024",0,0,0,"Low R&D","Low R&D","Low R&D",0.0047490603,0.0033426229,0.0338462364,0.0858260267
"76392-01MAR2020","021777",76392,"MERIT MEDICAL SYSTEMS INC","Malvern",134,"03/01/2020",0.0664822506262238,0.0739824676438955,0.0749464827204379,"High R&D","High R&D","High R&D",0.0147369782,-0.0026002641,0.038857351,-0.1711165239
"76392-29AUG2022","021777",76392,"MERIT MEDICAL SYSTEMS INC","Houston",117,"08/29/2022",0.0662916340622153,0.0642422264657655,0.0696383663405519,"High R&D","High R&D","High R&D",-0.0059010457,0.0261696189,0.0200904528489,-0.0046021108
"14953-07MAR2023","021898",14953,"BOOT BARN HOLDINGS INC","11251 Beech Ave Fontana CA 92337",59,"03/07/2023",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0035684297,0.0255271598,0.0231988589,-0.0222788603
"15065-02AUG2024","021901",15065,"FIBROGEN INC","409 Illinois Street San Francisco CA 94158",127,"08/02/2024",1.74769207861823,1.83379998510309,1.55029425535911,"High R&D","High R&D","High R&D",0.0414408295,-0.5682937794,-0.950071461,-0.9991047989
"15046-01FEB2024","021916",15046,"NEVRO CORP","1800 Bridge Pkwy Redwood City CA 94065",63,"02/01/2024",0.127989952348921,0.127256713942114,0.131789410814324,"High R&D","High R&D","High R&D",-0.0189715779,0.0055131148,-0.0579050414,-0.0748048124
"15016-19APR2024","022037",15016,"SIENTRA INC","Franklin",128,"04/19/2024",0.155308175683884,0.143211947347156,0.150405668812636,"High R&D","High R&D","High R&D",NA,NA,NA,NA
"15016-07MAY2024","022037",15016,"SIENTRA INC","3333 Michelson Drive Suite 650 Irvine CA 92612",57,"05/07/2024",0.155308175683884,0.143211947347156,0.150405668812636,"High R&D","High R&D","High R&D",NA,NA,NA,NA
"76544-17SEP2013","022144",76544,"MICRON SOLUTIONS INC","Knoxville",63,"09/17/2013",0.02470571137916,0.0182090326460541,0.0160521792524862,"High R&D","Low R&D","Low R&D",0.0901471699,0.0483939039,-0.0487315239,NA
"76544-12OCT2012","022144",76544,"MICRON SOLUTIONS INC","San Marcos",55,"10/12/2012",0.0190048233499608,0.0137738585912537,0.0122604622640105,"Low R&D","Low R&D","Low R&D",-0.0032328749,0.0801654182,0.000825143999999999,0.1279363875
"76544-15APR2012","022144",76544,"MICRON SOLUTIONS INC","Greenville",45,"04/15/2012",0.0190048233499608,0.0137738585912537,0.0122604622640105,"Low R&D","Low R&D","Low R&D",-0.0512323663,-0.0977612037,-0.0866748156,-0.1731757936
"15108-26APR2021","022182",15108,"NEW RELIC INC","San Francisco",58,"04/26/2021",0.261890996453221,0.24261134167856,0.233781637770156,"High R&D","High R&D","High R&D",0.018692046,0.0150521968,-0.0701606024,-0.1361474372
"87053-27JUL2017","022373",87053,"GENASYS INC","Santa Monica",222,"07/27/2017",0.145956848603386,0.122578786724465,0.117539121308403,"High R&D","High R&D","High R&D",-0.059593198,-0.0938687255,-0.1053974665,-0.163585477
"87053-15SEP2022","022373",87053,"GENASYS INC","200 Cardinal Way 3rd Floor Redwood City CA 94063",1,"09/15/2022",0.104631619258345,0.110987282673645,0.117989682373404,"High R&D","High R&D","High R&D",-0.0278731236,-0.0664905723,-0.0235404735,-0.0077011821
"15220-07JUN2017","022708",15220,"INOVALON HOLDINGS INC",NA,113,"06/07/2017",0.0681684238098356,0.0610697300629802,0.0612937390543642,"High R&D","High R&D","High R&D",0.0247815626,-0.000362081300000002,0.0114149324,-0.0385489619
"15220-15JUN2018","022708",15220,"INOVALON HOLDINGS INC",NA,70,"06/15/2018",0.0609380493949145,0.0600569720262829,0.0631581452034329,"High R&D","High R&D","High R&D",0.0018714231,-0.001582131,0.0161339488,0.0542681333
"15198-18JAN2024","022867",15198,"INVITAE CORP","1400 16th Street San Francisco CA 94103",238,"01/18/2024",0.836865174132244,0.86701971484411,0.736736688751989,"High R&D","High R&D","High R&D",-0.176957749,-0.2182478136,-0.4233613404,-0.4393689502
"15315-01JUL2020","023071",15315,"GODADDY INC","Hiawatha",135,"07/01/2020",0.164853920551521,0.162473808732167,0.162254758374906,"High R&D","High R&D","High R&D",-0.0491361723,-0.1012162123,-0.1751171809,-0.1413401802
"15315-01MAY2023","023071",15315,"GODADDY INC","Hiawatha",1,"05/01/2023",0.194070344389314,0.182712373698113,0.175228560571569,"High R&D","High R&D","High R&D",-0.0224566802,-0.0311130371,-0.0999863773,-0.0768886424
"15400-22JAN2024","023083",15400,"ENERGIZER HOLDINGS INC","Franklin",64,"01/22/2024",0.0111159914856235,0.0113036124811318,0.011991375925614,"Low R&D","Low R&D","Low R&D",-0.000516355799999999,0.0150102814,0.0120655738,-0.0185167062
"15400-04NOV2020","023083",15400,"ENERGIZER HOLDINGS INC","Bennington",24,"11/04/2020",0.0128971145438648,0.0128354694026422,0.0134628200493424,"Low R&D","Low R&D","Low R&D",-0.0101237657,0.0729344184,0.1079380653,-0.0160051046
"15400-05JAN2024","023083",15400,"ENERGIZER HOLDINGS INC","Portage",135,"01/05/2024",0.0111159914856235,0.0113036124811318,0.011991375925614,"Low R&D","Low R&D","Low R&D",0.0174008827,0.0057199939,0.0222249999,0.0248054258
"15291-01MAY2024","023238",15291,"ETSY INC","Princeton",7,"05/01/2024",0.170766965376293,0.149353087171283,0.1402683525866,"High R&D","High R&D","High R&D",-0.1150442935,-0.1138288884,-0.12090475,-0.1463265254
"15381-23APR2020","023241",15381,"OPGEN INC",NA,73,"04/23/2020",1.46356101743355,1.84449859826123,1.91474533883817,"High R&D","High R&D","High R&D",0.0160028785,-0.00671719810000001,0.0213458465,0.1687034904
"91902-19MAR2020","023587",91902,"HAYNES INTERNATIONAL INC","Kokomo",392,"03/19/2020",0.00732739716246953,0.00859212104243948,0.00845103204444538,"Low R&D","Low R&D","Low R&D",-0.0024028785,0.0151328954,0.034327036,-0.0921452519
"76568-31JAN2016","023697",76568,"SONIC CORP","Omaha",NA,"01/31/2016",0,0,0,"Low R&D","Low R&D","Low R&D",0.0043767308,-0.0240196544,-0.1037724514,-0.018380771
"88284-19DEC2022","023714",88284,"COMMUNITY HEALTH SYSTEMS INC","Yuma",11,"12/19/2022",0,0,0,"Low R&D","Low R&D","Low R&D",0.1235185839,0.1221106332,0.2431707064,0.5359128528
"76613-26JUL2022","023810",76613,"ION GEOPHYSICAL CORP","Houston",125,"07/26/2022",0.105686616560966,0.105195515478045,0.100390839260971,"High R&D","High R&D","High R&D",NA,NA,NA,NA
"15452-12JAN2023","023818",15452,"EVOLENT HEALTH INC","Chicago",155,"01/12/2023",0.0170712930237886,0.01841121716135,0.0247191824618245,"Low R&D","Low R&D","High R&D",0.0848067204,0.0867749817,0.1035283909,0.0451676326
"15452-12DEC2019","023818",15452,"EVOLENT HEALTH INC","New York",49,"12/12/2019",0.0288174855635481,0.0373435755616624,0.0423095533658214,"High R&D","High R&D","High R&D",-0.1461004866,-0.0535793979,0.1591311513,-0.0538422693
"76837-25JUL2021","024021",76837,"HAEMONETICS CORP","Draper",92,"07/25/2021",0.0377465785449812,0.0353000699224231,0.0383360848836871,"High R&D","High R&D","High R&D",0.00418912,0.0072002323,0.067073413,0.0265162027
"76837-06NOV2024","024021",76837,"HAEMONETICS CORP","1630 West Industrial Park Street Covina CA 91722",75,"11/06/2024",0.0415834323233172,0.0438670617505202,0.0401181427647612,"High R&D","High R&D","High R&D",0.1545298772,0.2453832065,0.2335329586,0.1391251752
"76661-14MAY2013","024040",76661,"IONIS PHARMACEUTICALS INC","Farmingdale",96,"05/14/2013",1.17059451831963,1.14023609448855,0.926282284531791,"High R&D","High R&D","High R&D",0.0648603158,0.0292921392,-0.1028122255,-0.0508900102
"15410-02FEB2024","024071",15410,"APPFOLIO INC","70 Castilian Drive Santa Barbara CA 93117",16,"02/02/2024",0.243960383273296,0.221012440510509,0.194775020002346,"High R&D","High R&D","High R&D",-0.0112560494,-0.0129654785,0.2735244996,0.2179692423
"15410-18AUG2023","024071",15410,"APPFOLIO INC","Richardson",38,"08/18/2023",0.235477862097172,0.19186460851007,0.17135346278516,"High R&D","High R&D","High R&D",0.1188484676,0.0946705872,0.0752469249,0.0535312981
"15534-20MAR2023","024176",15534,"NATERA INC","201 Industrial Road San Carlos CA 94070",59,"03/20/2023",0.385767511722436,0.354670856086097,0.286640410548968,"High R&D","High R&D","High R&D",-0.040899706,-0.0172965228,-0.0032705462,-0.0823815734
"15431-01NOV2023","024177",15431,"SERES THERAPEUTICS INC","Cambridge",50,"11/01/2023",24.2592592592593,9.3216969503319,6.7364552366429,"High R&D","High R&D","High R&D",-0.3562913913,-0.0960243621,-0.1715832786,0.0344040359
"91403-04JUN2024","024293",91403,"KAISER ALUMINUM CORP","Sherman",75,"06/04/2024",0.00359572400388727,0.0032852220203331,0.00491006984112748,"Low R&D","Low R&D","Low R&D",-0.091784778,-0.0840357716,-0.0410699536,-0.1282274362
"76752-05NOV2024","024352",76752,"PROGRESS SOFTWARE CORP","Raleigh",99,"11/05/2024",0.190658934766049,0.191820880278039,0.198030056098458,"High R&D","High R&D","High R&D",0.0306276119,0.0211728098,0.0336974201,-0.0155071589
"76798-30JUL2015","024430",76798,"EZCORP INC  -CL A","Austin",98,"07/30/2015",0,0,0,"Low R&D","Low R&D","Low R&D",0.1249813817,0.1169738183,0.0777559684,-0.1274852526
"76841-30JUN2011","024468",76841,"BIOGEN INC","San Diego",64,"06/30/2011",0.316676430421953,0.292509908322889,0.317341895536699,"High R&D","High R&D","High R&D",-0.0225909073,1.90050000000233e-06,0.0372868534,0.0616319544
"76841-31MAR2011","024468",76841,"BIOGEN INC","San Diego",71,"03/31/2011",0.316676430421953,0.292509908322889,0.317341895536699,"High R&D","High R&D","High R&D",0.0157819918,0.0120750642,0.012438673,0.1349072809
"15647-03AUG2020","024611",15647,"SPX FLOW INC",NA,83,"08/03/2020",0.0122793043939997,0.00987205747243268,0.00946645238251919,"Low R&D","Low R&D","Low R&D",-0.0240153574,0.0431767094,0.1233770642,0.1678642816
"15488-05FEB2024","024616",15488,"PAYPAL HOLDINGS INC","2211 N. First St. San Jose CA 95131",311,"02/05/2024",0.0537435759631857,0.0595284832581252,0.0611472924046789,"High R&D","High R&D","High R&D",0.0164946607,-0.1313432377,-0.0466234567,-0.1342830086
"15488-28MAR2019","024616",15488,"PAYPAL HOLDINGS INC",NA,180,"03/28/2019",0.0693159018833732,0.073079276607129,0.0865083551287612,"High R&D","High R&D","High R&D",-0.0093221809,-0.0143411758,-0.0280527444,-0.0187859592
"85426-26OCT2023","024620",85426,"RYMAN HOSPITALITY PPTYS INC",NA,124,"10/26/2023",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0019632806,0.032308624,0.0541259905,0.1255209233
"77182-26JAN2012","024782",77182,"PERRIGO CO PLC","Lake Worth",175,"01/26/2012",0.0323953032799292,0.0387006669059906,0.0417983639880057,"High R&D","High R&D","High R&D",-0.0200936844,-0.0343878863,-0.0935443745,-0.1193785684
"77178-21OCT2024","024800",77178,"QUALCOMM INC","Hartford",113,"10/21/2024",0.228248036548432,0.221331859224286,0.230547234291482,"High R&D","High R&D","High R&D",0.0138847341,-0.0268793069,0.0282300985,-0.0061822572
"77178-30OCT2024","024800",77178,"QUALCOMM INC","Waco",83,"10/30/2024",0.228248036548432,0.221331859224286,0.230547234291482,"High R&D","High R&D","High R&D",-0.0085511271,0.0202048572,-0.0449828057,-0.1516284764
"77178-19DEC2014","024800",77178,"QUALCOMM INC","San Jose",59,"12/19/2014",0.206780684864273,0.203760018010856,0.209790830634243,"High R&D","High R&D","High R&D",0.0060721523,0.023036932,0.0252246272,0.0349438511
"77178-16DEC2022","024800",77178,"QUALCOMM INC","5775 Morehouse Drive San Diego CA 92121",153,"12/16/2022",0.185384615384615,0.22470840305639,0.239537254368818,"High R&D","High R&D","High R&D",-0.021139105,-0.0183612732,-0.0505226384,-0.0781848121
"77178-01OCT2023","024800",77178,"QUALCOMM INC","Bridgewater",91,"10/01/2023",0.25036292573981,0.216511767516559,0.240120133375658,"High R&D","High R&D","High R&D",0.0229113373,0.0171457383,0.050874461,0.0482930932
"77259-28DEC2022","024837",77259,"ALLIED HEALTHCARE PRODS INC","St. Louis",160,"12/28/2022",0.00961289606980441,0.0146783798516054,0.0145284802120831,"Low R&D","Low R&D","Low R&D",-0.0622652535,0.0787089963,0.0732026749,0.1296160728
"77274-03NOV2023","024856",77274,"GILEAD SCIENCES INC","333 Lakeside Drive Foster City CA 94404",41,"11/03/2023",0.316007477731755,0.320063454629488,0.318520532813051,"High R&D","High R&D","High R&D",0.0004419702,-0.0146685908,-0.0537373618,-0.0548286489
"77274-01MAR2022","024856",77274,"GILEAD SCIENCES INC","Morris Plains",114,"03/01/2022",0.202893242995788,0.349937808830861,0.283924392152363,"High R&D","High R&D","High R&D",0.0002395649,-0.000190215000000002,-0.0113900802,-0.0401625593
"77274-13NOV2024","024856",77274,"GILEAD SCIENCES INC","Seattle",72,"11/13/2024",0.255310517775483,0.258070412834342,0.324226284399964,"High R&D","High R&D","High R&D",-0.056260109,-0.1104559423,-0.0261568627,0.0400505357
"77281-10FEB2017","024893",77281,"WHOLE FOODS MARKET INC","Phoenix",55,"02/10/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0198145155,0.0390473899,0.0274323139,-0.0113021865
"77281-02MAR2017","024893",77281,"WHOLE FOODS MARKET INC","Austin",40,"03/02/2017",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0332477876,-0.0614763825,-0.0530399122,-0.0213440363
"77281-01MAY2015","024893",77281,"WHOLE FOODS MARKET INC","Houston",100,"05/01/2015",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0002504371,-0.0391237386,-0.1493621088,-0.2015744479
"15643-30JUN2023","024905",15643,"SUNRUN INC","Mesa",80,"06/30/2023",0.00900611780193347,0.0148640239379618,0.019366328888217,"Low R&D","Low R&D","Low R&D",-0.0618748878,-0.0765277087,0.025098681,0.0667180473
"15643-08JAN2024","024905",15643,"SUNRUN INC","1225 Park Center Drive Vista CA 92081",15,"01/08/2024",0.00965389614096387,0.0110162079346001,0.0163380367712051,"Low R&D","Low R&D","Low R&D",-0.077058639,-0.191563585,-0.2718904702,-0.2402852689
"77357-06FEB2023","024975",77357,"SYNOPSYS INC","690 E. Middlefield Road Mountain View CA 94043",37,"02/06/2023",0.330682891138162,0.345226339060304,0.344312650760228,"High R&D","High R&D","High R&D",0.0008360666,0.0246775292,-0.0060262662,0.039841937
"77357-19MAR2012","024975",77357,"SYNOPSYS INC","San Jose",70,"03/19/2012",0.320302961039773,0.318679544426209,0.31405897140975,"High R&D","High R&D","High R&D",-0.023360181,-0.031424361,-0.0268166148,-0.0289304308
"13599-11MAR2019","025027",13599,"LIFEVANTAGE CORP","Las Vegas",141,"03/11/2019",0.00590539556307947,0.0054203870720514,0.00764352675000862,"Low R&D","Low R&D","Low R&D",-0.0051469174,-0.0428966793,-0.0794130479,-0.1372287292
"13599-08MAR2019","025027",13599,"LIFEVANTAGE CORP",NA,94,"03/08/2019",0.00590539556307947,0.0054203870720514,0.00764352675000862,"Low R&D","Low R&D","Low R&D",-0.0111462953,-0.0622364627,-0.0405569063,-0.1953330619
"77437-09JUN2016","025095",77437,"STEMCELLS INC","Sunnyvale",27,"06/09/2016",231.717948717949,90.0116555381925,59.5896538542602,"High R&D","High R&D","High R&D",-0.0049540388,-0.2534147481,-0.4158435622,-0.8802344794
"77447-04OCT2012","025110",77447,"ICU MEDICAL INC","Clearwater",82,"10/04/2012",0.0284187362464634,0.0187605750019246,0.0245894256796696,"High R&D","Low R&D","High R&D",-0.0120688112,-0.0092836085,-0.0085598787,0.0173207011
"77447-12JAN2016","025110",77447,"ICU MEDICAL INC","Farmers Branch",83,"01/12/2016",0.0459920156409146,0.0482725027503369,0.0413566461582989,"High R&D","High R&D","High R&D",-0.0349634639,-0.0682478052,-0.0470643057,-0.1164956998
"77447-04MAR2015","025110",77447,"ICU MEDICAL INC","Portland",5,"03/04/2015",0.0592769837677036,0.0441241596347055,0.0354458719033406,"High R&D","High R&D","High R&D",-0.0068064091,-0.0240440982,-0.0146963821,-0.0432059259
"77447-04SEP2019","025110",77447,"ICU MEDICAL INC","San Jose",57,"09/04/2019",0.0377610639696009,0.037186765412171,0.0433658591290262,"High R&D","High R&D","High R&D",-0.0357786044,-0.0420716527,-0.0562485269,-0.0428285823
"77501-05MAR2020","025130",77501,"CORNERSTNE BULDNG BRNDS INC","Hernando",42,"03/05/2020",0.00290403573027398,0.00236084267615797,0.00206033726205054,"Low R&D","Low R&D","Low R&D",-0.0021297918,-0.1278732377,-0.0825651432,-0.228914365
"77501-02APR2020","025130",77501,"CORNERSTNE BULDNG BRNDS INC","Hernando",30,"04/02/2020",0.00290403573027398,0.00236084267615797,0.00206033726205054,"Low R&D","Low R&D","Low R&D",-0.0139982232,-0.303071555,-0.2260668364,-0.1488983503
"77505-20MAY2016","025138",77505,"ASURE SOFTWARE INC","Irvine",2,"05/20/2016",0.113469114695607,0.115474465377024,0.12375994513404,"High R&D","High R&D","High R&D",-0.028703443,-0.0182861119,-0.0050389137,-0.0522086033
"77520-03DEC2024","025180",77520,"AGCO CORP","Duluth",2,"12/03/2024",0.0292040187616219,0.0262117039899005,0.0308119612524813,"High R&D","High R&D","High R&D",-0.019210144,-0.0201262859,0.024258378,0.0734635198
"77530-13AUG2020","025186",77530,"STEIN MART INC","Jacksonville",134,"08/13/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.830040634,-0.701314897,-0.6920530393,-1.93537206
"77605-01NOV2020","025279",77605,"BOSTON SCIENTIFIC CORP","Maple Grove",106,"11/01/2020",0.109361900326036,0.110952501689179,0.112352372672046,"High R&D","High R&D","High R&D",0.0316984624,-0.0578226511,0.00952075760000001,-0.0359233456
"77605-23OCT2024","025279",77605,"BOSTON SCIENTIFIC CORP","1213 Innsbruck Drive Sunnyvale CA 94089",138,"10/23/2024",0.103370786516854,0.1029901572628,0.111145542313536,"High R&D","High R&D","High R&D",-0.033011243,-0.0242515456,-0.0414551665,-0.0337278688
"77606-04DEC2024","025283",77606,"KOHL'S CORP","Stoughton",77,"12/04/2024",0,0,0,"Low R&D","Low R&D","Low R&D",0.000651993699999999,0.0420918071,-0.1494755031,-0.150827542369
"77897-05JUL2012","025314",77897,"ISLE OF CAPRI CASINOS INC","Lula",79,"07/05/2012",0,0,0,"Low R&D","Low R&D","Low R&D",0.0521201877,-0.0421973339,-0.0127735551,0.0289639376
"77897-11AUG2015","025314",77897,"ISLE OF CAPRI CASINOS INC","Natchez",240,"08/11/2015",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0170656781,-0.0242924681,0.0242084909,-0.1320233599
"89810-16JAN2024","025389",89810,"GRAPHIC PACKAGING HOLDING CO","Wyoming",111,"01/16/2024",0.00169707254985151,0.00152585070948128,0.00152518722573195,"Low R&D","Low R&D","Low R&D",0.0019096429,-0.0316689882,-0.0252423462,0.06360062631
"91815-22MAY2023","025536",91815,"CENTRAL GARDEN & PET CO","Athens",80,"05/22/2023",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0080015342,-0.0345713675,-0.039807868,-0.1011803589
"77857-05AUG2024","025633",77857,"OMEGA HEALTHCARE INVS INC","Oak Grove, Florissant",2,"08/05/2024",0,0,0,"Low R&D","Low R&D","Low R&D",0.0497547026,0.0515196478,0.0742682799,0.0608512497
"19413-10DEC2024","025645",19413,"ALBERTSONS COS INC","Portland",87,"12/10/2024",0,0,0,"Low R&D","Low R&D","Low R&D",-0.043816235,0.0232928849,0.0072344651863,0.0300189965
"77892-02FEB2016","025711",77892,"ESCALON MEDICAL CORP","Statewide",63,"02/02/2016",0.0991169305724726,0.100314569352387,0.0830114000831914,"High R&D","High R&D","High R&D",0.0106674267,0.1258516396,0.0546338523,0.0809296328
"77902-26JUN2020","025737",77902,"CHEESECAKE FACTORY INC","Stamford",104,"06/26/2020",0,0,0,"Low R&D","Low R&D","Low R&D",0.0445668239,0.0152226509,-0.0571525049,0.0043616752
"77902-25JUN2024","025737",77902,"CHEESECAKE FACTORY INC","Chesterfield",101,"06/25/2024",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0060342025,0.0051023659,-0.054734066,-0.0934504793
"77918-12FEB2018","025747",77918,"LITTELFUSE INC","Orange",54,"02/12/2018",0.0413324557482641,0.0389261344067975,0.0371045593663642,"High R&D","High R&D","High R&D",-0.0248550033,-0.0341062054,-0.0269048581,0.0285119683
"77918-25FEB2020","025747",77918,"LITTELFUSE INC","Rapid City",125,"02/25/2020",0.0535543892336653,0.0485628297457205,0.044226887341858,"High R&D","High R&D","High R&D",0.0263593958,0.0413816355,0.0415664354,0.023752809
"15729-07FEB2024","025756",15729,"PURE STORAGE INC","2555 Augustine Drive Santa Clara CA 95054",81,"02/07/2024",0.260283520824582,0.259545558129127,0.265558770316243,"High R&D","High R&D","High R&D",0.0363011611,0.0575978337,0.0089375715,-0.0292512215
"78001-01NOV2012","025848",78001,"KEMET CORP","Simpsonville",10,"11/01/2012",0.0298933930930422,0.0284175071801081,0.0326486208670895,"High R&D","High R&D","High R&D",0.0222376822,0.0405955818,0.150469942,0.0842116681
"91402-04NOV2024","025964",91402,"CHART INDUSTRIES INC","Orlando",145,"11/04/2024",0.00695003728560776,0.00832021838549237,0.00823178393045754,"Low R&D","Low R&D","Low R&D",0.1971632148,0.2545056712,0.2890511439,0.3097863671
"15779-22JUL2022","026112",15779,"CYTOMX THERAPEUTICS INC","151 Oyster Point Blvd. #400 South San Francisco CA 94080",66,"07/22/2022",3.0605167238422,2.15842241941123,1.90184533916169,"High R&D","High R&D","High R&D",-0.0354266924,0.0681593324,0.0431871118,0.463176133
"15694-20AUG2024","026147",15694,"PENUMBRA INC","One Penumbra Place Alameda CA 94502",71,"08/20/2024",0.0969635019394968,0.110183908820555,0.116813762727957,"High R&D","High R&D","High R&D",0.0233105135,0.1277048639,0.1661586147,0.1393473457
"15707-14JUL2020","026156",15707,"HEWLETT PACKARD ENTERPRISE","Westborough",57,"07/14/2020",0.0632229277501287,0.0561985878572418,0.0518624381702126,"High R&D","High R&D","High R&D",0.0359382971,0.0555960772,0.0194771142,0.0184637906
"15826-30JAN2024","026367",15826,"BLOCK INC","Atlanta",27,"01/30/2024",0.124149744682138,0.108394164486923,0.11206068479419,"High R&D","High R&D","High R&D",0.034523654,0.0506471631,-0.0206104021,-0.0194819474
"15826-03APR2024","026367",15826,"BLOCK INC","Ponte Verde Beach",1,"04/03/2024",0.124149744682138,0.108394164486923,0.11206068479419,"High R&D","High R&D","High R&D",-0.0391800484,-0.0349109178,-0.0217518334,-0.0378516407
"15826-03APR2024","026367",15826,"BLOCK INC",NA,14,"04/03/2024",0.124149744682138,0.108394164486923,0.11206068479419,"High R&D","High R&D","High R&D",-0.0391800484,-0.0349109178,-0.0217518334,-0.0378516407
"15955-20NOV2019","026382",15955,"NUVECTRA CORP","Plano",14,"11/20/2019",0.298969916651308,0.633534427555365,1.86603006976222,"High R&D","High R&D","High R&D",0.2268812691,0.5579287717,-0.217741811,-0.1084223251
"15909-08MAR2023","026494",15909,"ATLASSIAN CORP","350 Bush Street, Floor 13 San Francisco CA 94104",268,"03/08/2023",0.498618207973079,0.477511861482427,0.47737039162964,"High R&D","High R&D","High R&D",0.0285194875,0.0326604731,0.0325769486,0.0141534514
"15909-26JUL2018","026494",15909,"ATLASSIAN CORP","Austin",101,"07/26/2018",0.475743463584873,0.477273350621202,0.447645527549998,"High R&D","High R&D","High R&D",0.134126722,0.0490678891,0.0682765379,0.1095226252
"16087-06APR2020","026590",16087,"FORTIVE CORP","Dallas",10,"04/06/2020",0.0623907103825137,0.0625313292930179,0.0621089150520601,"High R&D","High R&D","High R&D",-0.0242583922,0.0024262431,0.0706405992,0.00958204090000001
"16145-28JUL2020","026908",16145,"SENSUS HEALTHCARE INC","Seattle",66,"07/28/2020",0.235410629791292,0.246316589917544,0.200980599972423,"High R&D","High R&D","High R&D",-0.0292988689,0.00168485500000001,0.0574100852,0.0674708731
"18425-06NOV2023","027240",18425,"BALLYS CORP","Flagstaff",14,"11/06/2023",0,0,0,"Low R&D","Low R&D","Low R&D",0.0815534005,0.047697468,0.0877231263,0.2614736894
"16342-10JUN2021","027333",16342,"ADIENT PLC","Sycamore",142,"06/10/2021",0.0116022099447514,0.0112647147702831,0.0102667137989939,"Low R&D","Low R&D","Low R&D",-0.0321410785,-0.1016623759,-0.1811080322,-0.1791970181
