"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"002829","RFIL","Lazar Industries, LLC","R F INDUSTRIES LTD","Los Angeles",55,"07/30/2014","09/26/2014"
"002859","CNL.1","Le Eco","CLECO CORP","Bellevue",25,"07/24/2017","09/18/2017"
"035761","LFLYD","Leafly Holdings Inc","LEAFLY HOLDINGS INC","Seattle",71,"03/23/2020","03/23/2020"
"016477","LEA","Lear Corp.","LEAR CORP","Rochester Hills",22,"08/10/2009",NA
"016477","LEA","Lear Corporation","LEAR CORP","Roscommon",71,"01/28/2022",NA
"006639","LEE","Lee Enterprises","LEE ENTERPRISES INC","La Crosse",20,"06/17/2019","08/10/2019"
"039225","LZ","LegalZoom.com","LEGALZOOM.COM INC","Austin",122,"10/12/2023","12/15/2023"
"006653","LM","Legg Mason","LEGG MASON INC",NA,35,"07/25/2011","01/01/2012"
"006649","LEG","Leggett & Platt","LEGGETT & PLATT INC","Plant City",78,"08/22/2024","10/21/2024"
"006649","LEG","Leggett & Platt - Mexia","LEGGETT & PLATT INC","Mexia",52,"06/27/2007","08/26/2007"
"006649","LEG","Leggett & Platt Automotive","LEGGETT & PLATT INC","Carthage",215,"04/22/2020","03/23/2020"
"006649","LEG","Leggett & Platt Inc.","LEGGETT & PLATT INC",NA,158,"12/13/2018","12/14/2018"
"001920","AVP","Leggett & Platt dba No-Sag Products","AVON PRODUCTS","Kendallville",95,"04/14/2020","04/17/2020"
"006649","LEG","Leggett & Platt, Inc","LEGGETT & PLATT INC",NA,210,"04/24/2020","04/14/2020"
"006649","LEG","Leggett & Platt, Inc.","LEGGETT & PLATT INC","Spring Hill",6,"03/09/2023","5/12/2023-5/31/2023"
"006649","LEG","Leggett & Platt, Inc. - Edron","LEGGETT & PLATT INC","Medley",144,"01/18/2005","1/31/2005-3/15/2005"
"006649","LEG","Leggett & Platt, Inc. - Orthomatic","LEGGETT & PLATT INC","Tampa",153,"02/01/2005","04/01/2005"
"006649","LEG","Leggett & Platt-Dallas","LEGGETT & PLATT INC","Dallas",59,"05/12/2017","06/17/2017"
"006649","LEG","Leggett and Platt","LEGGETT & PLATT INC",NA,62,"02/05/2016",NA
"006649","LEG","Leggette & Pratt Inc.","LEGGETT & PLATT INC","Ennis",192,"04/07/2020","04/05/2020"
"006649","LEG","Leggitt and Platt","LEGGETT & PLATT INC","Elyria",71,"05/19/2014","07/18/2014"
"165123","LDOS","Leidos","LEIDOS HOLDINGS INC",NA,130,"11/01/2023","12/31/2023"
"165123","LDOS","Leidos Inc","LEIDOS HOLDINGS INC","El Segundo",79,"01/15/2013",NA
"165123","LDOS","Leiods","LEIDOS HOLDINGS INC","Tampa",85,"03/02/2015","04/30/2015"
"029692","WEBC","Lempco Industries, Inc.","WEBCO INDUSTRIES INC","New Lexington",103,"11/04/2003","12/31/2003"
"007658","NL","Len Industries, Inc.","NL INDUSTRIES","Leslie",50,"09/16/2008",NA
"019647","LC","LendingClub","LENDINGCLUB CORP","Lehi",144,"05/01/2020",NA
"019647","LC","LendingClub Bank","LENDINGCLUB CORP","595 Market Street, Suite 200 San Francisco CA 94105",54,"11/14/2023","10/13/2023"
"019647","LC","LendingClub Bank, N.A","LENDINGCLUB CORP","595 Market Street, Suite 200 San Francisco CA 94105",68,"01/13/2023","01/13/2023"
"019647","LC","LendingClub Bank, N.A.","LENDINGCLUB CORP","595 Market Street, Suite 200 San Francisco CA 94105",8,"01/13/2023","02/17/2023"
"019647","LC","LendingClub Corporation","LENDINGCLUB CORP","San Francisco",306,"06/06/2020","05/01/2020"
"007658","NL","Lennox Industries, Inc","NL INDUSTRIES","Marshalltown",171,"08/29/2008","11/03/2008"
"007658","NL","Lennox Industries, Inc.","NL INDUSTRIES","Urbandale",62,"01/27/2009","03/31/2009"
"032978","LHC.2","Lenox","LEO HOLDINGS CORP","Mt. Pleasant",150,"10/01/2001",NA
"039471","BRLS","Leo's Foods, Inc.","BOREALIS FOODS INC","Ft. Worth",87,"09/03/2014","10/10/2014"
"112034","LMIA","Leonard's Metal, Inc. dba LMI Aerospace","LMI AEROSPACE INC","Fredonia",124,"04/10/2020",NA
"112034","LMIA","Leonard's Metal, Inc., dba LMI Aerospace","LMI AEROSPACE INC","Cottonwood Falls",118,"04/10/2020",NA
"020747","TESO","Lesco","TESCO CORP","Robins Afb",200,NA,"08/08/2007"
"028075","VNRCF","Levanger","VALENER INC","Delray Beach",51,"06/27/2005","08/20/2005"
"016476","LEVI","Levi Strauss & Co","LEVI STRAUSS & CO","Canton",267,"10/17/2024","10/29/2024"
"016476","LEVI","Levi Strauss & Co.","LEVI STRAUSS & CO","1155 Battery Street San Francisco CA 94111",146,"03/01/2024","04/27/2024"
"016476","LEVI","Levi Strauss & Company","LEVI STRAUSS & CO","Blue Ridge",400,NA,"04/08/2002"
"133868","LXRX","Lexicon Pharmaceuticals, Inc.","LEXICON PHARMACEUTICALS INC","Woodlands",130,"01/22/2014","01/31/2014"
"170359","MSLI","Lexmark International Inc","MERUS LABS INTERNATIONAL INC",NA,143,"03/23/2016","05/25/2016"
"170359","MSLI","Lexmark International Inc.","MERUS LABS INTERNATIONAL INC",NA,350,"08/28/2012","10/31/2012-11/13/2012"
"170359","MSLI","Lexmark International, Inc.","MERUS LABS INTERNATIONAL INC",NA,375,"02/20/2001",NA
"028462","LBYYQ","Libbey Inc.","LIBBEY INC","Shreveport",369,"12/15/2020","12/31/2020"
"028462","LBYYQ","Libbey, Inc.","LIBBEY INC","Shreveport",170,"03/27/2013","05/29/2013"
"021908","LHSIF","Liberty Healthcare Corporation","LIBERTY HEALTH SCIENCES INC",NA,130,"02/28/2020","04/30/2020"
"027189","LMCA.CM","Liberty Medical","LIBERTY MEDIA CORP -CONSOL","Port St. Lucie",260,"01/02/2013","02/16/2013"
"027189","LMCA.CM","Liberty Medical, LLC","LIBERTY MEDIA CORP -CONSOL","Port St. Lucie",263,"06/29/2017","08/27/2017"
"030354","LPT","Liberty Property Trust","LIBERTY PROPERTY TRUST","Waynesburg",94,"12/01/2019","02/03/2020"
"140366","KUBR","Liberty Resources, Inc.","KUBER RESOURCES CORP","Philadelphia",112,"05/01/2011","07/04/2011"
"166087","AIRI","Libra Industries","AIR INDUSTRIES GROUP INC","Mentor",17,"12/12/2024","02/21/2025"
"034421","9042B","Life Fitness, LLC","LIFE FITNESS HLDG -SPN",NA,212,"02/28/2020","05/01/2020"
"065349","DEFT","Life Technologies","DEFI TECHNOLOGIES INC","Camarillo",3,"06/30/2011",NA
"031108","FPH","LifePoint","FIVE POINT HOLDINGS LLC","Charleston",22,"06/15/2012",NA
"034459","ZEVY","Lightning Source, LLC","LIGHTNING EMOTORS INC","Breinigsville",260,"04/01/2023","4/14/2023-12/29/23"
"001266","ALCO","Limco","ALICO INC","Tulsa",164,"02/09/2009",NA
"036979","LVWR","Lime Wire LLC","LIVEWIRE GROUP INC","New York",59,"11/05/2010",NA
"183902","EFC","Lincoln Financial","ELLINGTON FINANCIAL INC","Atlanta",19,NA,"05/22/2009"
"011796","LCII","Lincoln Industries","LCI INDUSTRIES","Boonville",60,"01/04/2023","01/02/2022"
"006742","LNC","Lincoln National Corporation","LINCOLN NATIONAL CORP","Rocky Hill",83,"06/24/2019","09/01/2019"
"050389","LINE","Lineage Power","LINEAGE INC","Mesquite",100,"01/14/2008","01/15/2008"
"050389","LINE","Lineage Power Holdings, Inc","LINEAGE INC","Tustin",100,"09/30/2009",NA
"020561","LIMAF","Linear AMS","LINAMAR CORP","Livonia",40,"04/24/2017",NA
"016477","LEA","Linear Holdings LLC","LEAR CORP","pennsville",3,"06/01/2020","03/07/2020"
"007761","0738B","Link Restaurant Group","NPC RESTAURANT HOLDINGS LLC","New Orleans",312,"06/17/2020","03/17/2020"
"289735","VISL","Link Technologies, LLC","VISLINK TECHNOLOGIES INC","Macomb",65,"07/17/2006",NA
"186342","LNKD","LinkedIn Corporation","LINKEDIN CORP","700 E. Middlefield Road Mountain View CA 94043",349,"01/19/2024","12/15/2023"
"186342","LNKD","Linkedin Corporation","LINKEDIN CORP","Sunnyvale",29,"09/03/2020","08/21/2020"
"164109","LNGG.1","Linn Energy","LINN ENERGY INC",NA,52,"04/15/2015",NA
"183364","WLTNF","Lion Re:Sources, Inc.","WILTON RESOURCES INC","Long Island City",154,"02/15/2017","12/01/2017"
"027490","LN","Lionel Llc","LINE CORP","Chesterfield",325,"02/12/2001",NA
"025747","LFUS","Littelfuse","LITTELFUSE INC","Orange",54,"02/12/2018","05/15/2018"
"025747","LFUS","Littlelfuse Inc.","LITTELFUSE INC","Rapid City",125,"02/25/2020",NA
"025027","LFVN","Livanta","LIFEVANTAGE CORP","Las Vegas",141,"03/11/2019","05/08/2019"
"025027","LFVN","Livanta, LLC","LIFEVANTAGE CORP",NA,94,"03/08/2019","05/08/2019"
"165746","LYV","Live Nation Entertainment","LIVE NATION ENTERTAINMENT","New Orleans",84,"09/01/2020","04/24/2020"
"165746","LYV","Live Nation Entertainment, Inc.","LIVE NATION ENTERTAINMENT","Orlando",77,"09/02/2020","04/24/2020"
"165746","LYV","Live Nation Entertainment, Inc. Vector Division","LIVE NATION ENTERTAINMENT","Beverly Hills",2,"09/20/2020","06/15/2020"
"289735","VISL","Llink Technologies","VISLINK TECHNOLOGIES INC","Brown City",70,"03/26/2007",NA
"022803","CWBR","Loch Bar","COHBAR INC",NA,51,"12/15/2020","12/11/2020"
"006774","LMT","Lockheed Martin","LOCKHEED MARTIN CORP","1011 Lockheed Way Palmdale CA 93599",57,"07/01/2024","06/30/2024"
"006774","LMT","Lockheed Martin - Dallas","LOCKHEED MARTIN CORP","Dallas",110,"10/08/2008","11/30/2008"
"006774","LMT","Lockheed Martin - San Antonio","LOCKHEED MARTIN CORP","San Antonio",65,"10/01/2009","11/30/2009"
"006774","LMT","Lockheed Martin Aerospace","LOCKHEED MARTIN CORP","Palmdale",29,"04/01/2010",NA
"006774","LMT","Lockheed Martin Afss","LOCKHEED MARTIN CORP","Macon",29,NA,"11/13/2008"
"006774","LMT","Lockheed Martin Corp","LOCKHEED MARTIN CORP","Marietta",500,NA,"01/09/2013"
"006774","LMT","Lockheed Martin Corp.","LOCKHEED MARTIN CORP","Akron",506,"01/29/2014","06/26/2014"
"006774","LMT","Lockheed Martin Corporation","LOCKHEED MARTIN CORP",NA,35,"06/28/2022","08/26/2022"
"006774","LMT","Lockheed Martin Corporation Rotary &","LOCKHEED MARTIN CORP","San Diego",117,"04/12/2017","05/12/2017"
"006774","LMT","Lockheed Martin Global Tele.","LOCKHEED MARTIN CORP","Clarksburg",16,"12/14/2001","02/08/2002"
"006774","LMT","Lockheed Martin Space","LOCKHEED MARTIN CORP","1111 Lockheed Martin Way Sunnyvale CA 94089",68,"06/27/2024","08/29/2024"
"179666","LOGM","LogMeIn USA, Inc.","LOGMEIN INC","Goleta",92,"02/20/2020","04/13/2020"
"030964","RIME","LogRhythm","ALGORHYTHM HOLDINGS INC",NA,80,"07/17/2024","09/09/2024-09/14/2024"
"020565","LTKBF","Logitech Inc.","LOGISTEC CORP","7700 Gateway Blvd. Newark CA 94560",52,"04/04/2023","03/20/2023"
"100581","LRLCY","Loreal","LOREAL SA","EAST ORANGE",0,"04/01/2020","03/20/2020"
"006821","LPX","Louisiana Pacific Corporation - Silsbee3","LOUISIANA-PACIFIC CORP","Silsbee",147,"08/22/2007","10/20/2007"
"006821","LPX","Louisiana-Pacific","LOUISIANA-PACIFIC CORP","Granite City",31,"03/08/2024","3/8/2024-5/31/2024"
"006821","LPX","Louisiana-Pacific Corporation","LOUISIANA-PACIFIC CORP","Panama City",70,"11/16/2001","01/12/2002"
"006821","LPX","Louisiana-pacific Corp","LOUISIANA-PACIFIC CORP","Athens",119,NA,"09/05/2008"
"006781","L","Lowe's","LOEWS CORP","Old Bridge",110,"10/01/2011","12/16/2011"
"006781","L","Lowes","LOEWS CORP","KIRKLAND",175,"02/27/2019","04/27/2019"
"178519","LPLA","Lpl Financial Corporation","LPL FINANCIAL HOLDINGS INC","San Diego",122,"03/16/2009",NA
"178519","LPLA","Lpl Financial LLC","LPL FINANCIAL HOLDINGS INC","San Diego",31,"10/14/2013",NA
"006831","LUB","Luby's, Inc.","LUBYS INC","San Antonio",61,"07/16/2004","12/03/2004"
"020998","SLYQF","Lucent Technologies","POUNCE TECHNOLOGIES INC","Landover",112,"02/02/2005","03/25/2005"
"045350","NTCL","Lucent Technology","NETCLASS TECHNOLOGY INC","Norcross",579,NA,"10/26/2001"
"039337","LCID","Lucid USA, Inc.","LUCID GROUP INC","7373 Gateway Blvd Newark CA 94560",256,"06/05/2024","07/23/2024"
"037840","LHDXQ","Lucira Health, Inc.","LUCIRA HEALTH INC","63rd 1315 Street Emeryville CA 94608",17,"02/22/2023","04/15/2023"
"188355","LIQT","Lucite International","LIQTECH INTERNATIONAL INC","Nederland",99,"01/28/2021","05/01/2021"
"037855","LUCK","Lucky Strike Entertainment, LLC","LUCKY STRIKE ENTERTNMNT CORP","Albany",65,"06/05/2019","06/28/2019"
"039882","LVLU","Lulu's Fashion Lounge, LLC","LULU'S FASHION LOUN HOLD INC","Chico",78,"09/01/2020","04/24/2020"
"039882","LVLU","Lulus Fashion Lounge, LLC","LULU'S FASHION LOUN HOLD INC","2812 Hegan Ln Chico CA 95928",83,"12/05/2024","02/28/2025"
"183962","HNOI","Lund International","HNO INTERNATIONAL INC","Portland",156,"03/29/2016","05/27/2016"
"010385","TECK","Lutech Resources, Inc.","TECK RESOURCES LTD",NA,36,"08/23/2017","08/18/2017"
"020196","LUXTY","Luxottica Optical","LUXOTTICA GROUP SPA","Knoxville",303,"11/14/2013","11/19/2013"
"034873","LYFT","Lyft","LYFT INC",NA,143,"05/07/2020","05/08/2020"
"034873","LYFT","Lyft, Inc.","LYFT INC",NA,133,"05/30/2023","04/28/2023"
"034873","LYFT","Lyft, Inc. dba Lyft","LYFT INC","San Francisco",325,"06/05/2020","05/08/2020"
"061064","6033B","Lyris, Inc.","LRI HOLDINGS INC","Emeryville",72,"08/13/2015","09/30/2015"
"100581","LRLCY","L’OREAL USA","LOREAL SA","NO. BRUNSWICK",95,"01/01/2004","03/31/2004"
"008229","PFIN","M & J Industries L.L.C.","P & F INDUSTRIES  -CL A","Lucasville",253,"08/07/2006","08/18/2006"
"004699","MTB","M & T Bank","M&T BANK CORP","Paramus",356,"02/01/2013","05/03/2013"
"064848","KMG","M&G Resins USA LLC dba M&G Chemicals","KMG CHEMICALS INC","Corpus Ch",100,"09/25/2017","11/21/2017"
"004699","MTB","M&T Bank","M&T BANK CORP","Baltimore",212,"03/09/2009","05/23/2009"
"004699","MTB","M&T Bank (NYC)","M&T BANK CORP","New York",28,"02/04/2020","05/08/2020"
"004699","MTB","M&T Bank Corporation","M&T BANK CORP","Binghamton",97,"10/05/2007","12/31/2007"
"112034","LMIA","M.C. Aerospace Corporation","LMI AEROSPACE INC","Lake Orion",66,"02/08/2000",NA
"034163","BACK","MAC Inc","IMAC HOLDINGS INC","Bismarck",73,"02/17/2016","07/29/2016"
"004611","M","MACY'S","MACY'S INC","Miami",68,"03/31/2009","5/30/2009-6/12/2009"
"004611","M","MACY's","MACY'S INC","Miami",13,"06/02/2009","7/31/2009-8/14/2009"
"004611","M","MACYS","MACY'S INC","Woodbridge",1,"03/01/2020","03/18/2020"
"004611","M","MACY’S","MACY'S INC","PARAMUS",210,"11/01/2004","02/23/2005"
"001678","APA","MAPA","APA CORP","Willard",89,"02/09/1999","04/30/1999"
"001678","APA","MAPAL Inc.","APA CORP","Port Huron",50,"07/14/2020",NA
"028930","MAR","MARRIOTT","MARRIOTT INTL INC","ABSECON",68,"12/01/2008","02/13/2009"
"028930","MAR","MARRIOTT INT.","MARRIOTT INTL INC","SOMERSET",182,"01/01/2005","03/25/2005"
"166087","AIRI","MARTIN INDUSTRIES","AIR INDUSTRIES GROUP INC","Huntsville",121,"12/12/1999","02/10/1999"
"019753","MGNI","MASONITE","MAGNITE INC","LOGAN TOWNSHIP",103,"03/01/2007","05/21/2007"
"020696","DOOR","MASONITE INTERNATIONAL CORP.","MASONITE INTERNATIONAL CORP","Mobile",260,"01/25/2006","05/16/2008"
"026381","MTCH.5","MATCO INC","MATCH GROUP INC -OLD","DALTON",20,NA,"04/04/2020"
"165489","CTXXF","MATRIX","CEMATRIX CORP",NA,1,"07/01/2022","08/31/2022"
"007116","MAT","MATTEL","MATTEL INC","MT. LAUREL",106,"06/01/2004","07/31/2004"
"064901","MMS","MAXIMUS","MAXIMUS INC","E. WINDSOR",179,"04/01/2005","05/27/2005"
"176350","MSBF","MB Financial Bank","MSB FINANCIAL CORP","Omaha",31,"07/02/2018",NA
"139986","CAWLF","MBI Energy Services","CWC ENERGY SERVICES CORP","Ross & Watford City",96,"03/16/2020",NA
"178507","MSCI","MCI","MSCI INC","Iowa City",191,"07/29/2005","09/30/2005"
"178507","MSCI","MCI, Inc.","MSCI INC","Hunt Valley",306,"08/08/2005","09/30/2005"
"109919","CRAI","MCQUAY INTERNATIONAL","CRA INTERNATIONAL INC","Scottsboro",336,"07/18/2000","09/30/2000"
"035369","SCPE","MCR Health","SC HEALTH CORP","Seminole",1,"11/08/2024","11/08/2024-12/31/2024"
"016721","EA","MD Electronics Corporation","ELECTRONIC ARTS INC","Jamestown",87,"09/25/2017","12/23/2017"
"185641","CBGYF","MEC Energy Services, LLC.","CEIBA ENERGY SERVICES INC","Rock Island",97,"06/23/2021","08/27/2021"
"174389","EHTH","MEDCO HEALTH","EHEALTH INC","PINE BROOK",64,"08/01/2007","10/05/2007"
"027112","ECSIF","MEDCO HEALTH SOLUTION","ECOBALT SOLUTIONS INC","PARSIPPANY",461,"06/01/2004","08/17/2004"
"004903","FRD","MEDLINE INDUSTRIES, INC.","FRIEDMAN INDUSTRIES INC","Monroeville",134,"10/12/2004","12/30/2004"
"020570","MDCA","MEDPARTNERS","MDC PARTNERS INC","Birmingham",200,"08/03/1999","09/28/1999"
"007228","MDT","MEDTRONIC Spinal","MEDTRONIC PLC","Memphis",57,"06/06/2013","07/01/2013"
"008694","POM.2","MEPCO, LLC","PEPCO HOLDINGS INC","Dilliner, Mt. Morris",370,"01/01/2018","03/02/2018"
"007257","MRK","MERCK & CO. INC.","MERCK & CO","KENILWORTH",500,"12/01/2009","02/09/2010"
"021894","MTRAF","METRO ONE","METRO INC","SECAUCUS",150,"11/01/2005","01/09/2006"
"014418","MGM","MGM Resorts Int. Operations, Inc.","MGM RESORTS INTERNATIONAL","Las Vegas",82,"05/11/2020","08/31/2020"
"014418","MGM","MGM Resorts International","MGM RESORTS INTERNATIONAL","Las Vegas",1,"05/11/2020","08/31/2020"
"014418","MGM","MGM Resorts International Marketing, Inc.","MGM RESORTS INTERNATIONAL","Las Vegas",23,"05/05/2020","03/15/2020"
"012573","HSTC","MHS Global Inc.","HST GLOBAL INC",NA,75,"04/10/2023","06/09/2023"
"004903","FRD","MIDA Industries, Inc.","FRIEDMAN INDUSTRIES INC","Fremont",55,"08/16/2018","09/03/2018"
"063739","BJRI","MJ's Restaurant","BJ'S RESTAURANTS INC","Scottsbluff",NA,"12/28/2017",NA
"161789","ETOLF","MJF Enterprises","ENTERPRISE GROUP INC","Starkville",77,"05/02/2024",NA
"064223","DXPE","MMP Enterprises","DXP ENTERPRISES INC","Sidney",7,"09/05/2019",NA
"042243","STHO","MN Star 2019","STAR HOLDINGS","Grand Rapids",37,"11/01/2019","10/21/2019"
"025119","MHK","MOHAWK INDUSTRIES, INC.","MOHAWK INDUSTRIES INC","Talladega",125,"11/17/2003","01/30/2004"
"012124","MS","MORGAN STANLEY","MORGAN STANLEY","JERSEY CITY",94,"10/01/2007","11/30/2007"
"061925","IDSA","MPW Industrial Services","INDUSTRIAL SERVICES AMER INC","Claycomo",84,"05/24/2023","06/15/2023"
"065729","BSMZF","MSE Technologies LLC","BSM TECHNOLOGIES INC","Van Nuys",155,"08/17/2017","10/17/2017"
"045040","MFI","MSX International","MF INTERNATIONAL LTD","Auburn Hills",62,"11/09/2006",NA
"045040","MFI","MSX International Inc.","MF INTERNATIONAL LTD","Dearborn",67,"04/09/2004",NA
"045040","MFI","MVP Group International","MF INTERNATIONAL LTD","Olive Branch",80,"05/07/2014","7/2/2014-12/1/2014"
"033002","MTEC","MWC Acquisitions Co. LLC","MTECH ACQUISITION CORP","Atkinson",19,"11/19/2019",NA
"170707","WARM","Macro Technologies","COOL TECHNOLOGIES INC","Kirkland",64,"09/18/2014","11/21/2014"
"004611","M","Macy'S","MACY'S INC","Mesa",92,"01/08/2014",NA
"004611","M","Macy's","MACY'S INC",NA,111,"01/05/2023","03/18/2023"
"004611","M","Macy's (112 W. 34th St. New York, NY 10001)","MACY'S INC","New York",75,"06/25/2020","06/30/2020"
"004611","M","Macy's (1440 Broadway New York, NY 10001)","MACY'S INC","New York",146,"06/25/2020","06/30/2020"
"004611","M","Macy's (151 W. 34th St. New York, NY 10001)","MACY'S INC","New York",56,"06/25/2020","06/30/2020"
"004611","M","Macy's (529 West 20th Street New York, NY, 10011)","MACY'S INC","New York",28,"06/25/2020","06/30/2020"
"004611","M","Macy's Inc","MACY'S INC","Portland",83,"11/16/2020","01/18/2021"
"004611","M","Macy's Inc.","MACY'S INC","1600 S. Azusa Avenue Unit 400 City of Industry CA 91748",117,"01/13/2022","03/18/2022"
"004611","M","Macys","MACY'S INC","4005 Crenshaw Blvd Los Angeles CA 90008",92,"01/06/2023","03/18/2023"
"002940","MGLN","Magellan Health","MAGELLAN HEALTH INC","Baton Rouge",80,"09/28/2015","11/30/2015-2/28/2016"
"002940","MGLN","Magellan Health Services","MAGELLAN HEALTH INC","Parsippany",137,"05/01/2014","07/01/2014"
"050852","MAGN","Magna","MAGNERA CORP","Strongsville",73,"04/24/2014","06/26/2014"
"007658","NL","Magna Industries, Inc.","NL INDUSTRIES","Cleveland",102,"06/30/2020","08/31/2020"
"019753","MGNI","Magnit Corporation","MAGNITE INC","Baton Rouge",207,"02/28/2023","04/29/2023"
"024937","MJCO","Majesco","MAJESCO","Honolulu",8,"01/29/2024","03/31/2024"
"020180","ARET","MakerBot Industries, LLC","ARETE INDUSTRIES INC","Brooklyn",80,"05/09/2016","07/24/2016"
"006972","MKTAY","Makita U.S.A. Inc.","MAKITA CORP","Las Vegas/Reno",9,"04/28/2023","06/28/2023"
"006972","MKTAY","Makita U.S.A., Inc","MAKITA CORP","3226 Arden Road Hayward CA 94545",6,"05/24/2023","06/28/2023"
"006972","MKTAY","Makita U.S.A., Inc.","MAKITA CORP","Mt. Prospect",26,"04/28/2023","06/28/2023"
"006972","MKTAY","Makita USA, Inc,","MAKITA CORP","Norwood",4,"04/28/2023","06/28/2023"
"006972","MKTAY","Makita USA, Inc.","MAKITA CORP","Flowery Branch",22,"05/01/2023","06/28/2023"
"007085","MAS","Malco, Inc.","MASCO CORP","Cleveland",100,"12/02/1996","11/15/1996"
"019391","MBUU","Malibu Boats, LLC","MALIBU BOATS INC","Merced",70,"05/29/2009",NA
"024708","ATNI","ManTech International","ATN INTERNATIONAL INC","Fort Riley",60,"11/30/2010",NA
"006994","MTW","Manitowoc Cranes","MANITOWOC CO","Manitowoc",528,"08/10/2016","10/01/2016"
"024932","MAMTF","Mann Mortgage","MCAN MORTGAGE CORP",NA,109,"09/23/2024","09/25/2024"
"014370","MAN","Manpower","MANPOWERGROUP","Allegan",68,"12/30/2008",NA
"014370","MAN","Manpower Group","MANPOWERGROUP","Milwaukee",53,"03/17/2017",NA
"014370","MAN","ManpowerGroup","MANPOWERGROUP","Los Angeles",16,"02/21/2020","04/13/2020"
"004699","MTB","Manufacturers & Trust Company (dba) M&T Bank","M&T BANK CORP","Buffalo",149,"02/01/2020","05/08/2020"
"182331","SMT","MapR Technologies Inc.","SMART TECHNOLOGIES INC","Santa Clara",122,"05/14/2019","06/14/2019"
"007017","MRO","Marathon Oil Company","MARATHON OIL CORP","Findlay",77,"06/04/2004","08/13/2004"
"007017","MRO","Marathon Oil Corporation","MARATHON OIL CORP","Houston",500,"10/29/2024","05/28/2024"
"186989","MPC","Marathon Petroleum Company LP","MARATHON PETROLEUM CORP","Gallup",290,"08/26/2020","10/05/2020"
"039169","AWIN","Marine Technologies","AERWINS TECHNOLOGIES INC","Opa Locka",73,"07/05/2001","08/27/2001"
"020515","MRKT","Maritz","MARKIT LTD","Southfield",5,"08/13/2020",NA
"020515","MRKT","Maritz Holdings Inc.","MARKIT LTD","Torrance",2,"11/02/2020","02/22/2021"
"020515","MRKT","Maritz Holdings, Inc.","MARKIT LTD",NA,21,"10/22/2020","02/22/2021"
"045783","KRMN","Mark Andy, Inc.","KARMAN HOLDINGS INC","Milford",58,"04/20/2009","6/19/2009-10/9/2009"
"007402","MLLS","Mark Line Industries","MILLER INDUSTRIES INC","Bristol",73,"05/22/2017","05/22/2017"
"012909","MKL","Mark Travel Corporation","MARKEL GROUP INC","Southfield",60,"02/24/2000",NA
"012909","MKL","Marketlink Inc","MARKEL GROUP INC","Fairmont",62,"05/01/2018","07/22/2018"
"024316","MNST","Markstein Beverage Co.","MONSTER BEVERAGE CORP","60 Main Avenue Sacramento CA 95838",503,"02/24/2023","04/22/2023"
"028930","MAR","Marriot","MARRIOTT INTL INC","Columbia",99,"03/18/2021",NA
"028930","MAR","Marriott","MARRIOTT INTL INC","Phoenix",414,"04/03/2018",NA
"010740","TRT","Marriott International","TRIO-TECH INTERNATIONAL","Gaithersburg",161,"03/10/2005","05/12/2005"
"010740","TRT","Marriott International, Inc.","TRIO-TECH INTERNATIONAL","Bethesda",833,"11/14/2024","01/03/2025"
"004384","MARA","Marta","MARA HOLDINGS INC","Atlanta",304,NA,"06/18/2004"
"115567","NST1","Martin Electric","NSTAR ELECTRIC CO",NA,11,"03/27/2020","03/25/2020"
"041733","TPET","Martin Petroleum Corp.","TRIO PETROLEUM CORP","Pompano Beach",207,"02/03/2009","3/31/2009-6/30/2009"
"065441","MRETF","Martinrea","MARTINREA INTL INC","Riverside",144,"11/18/2024","12/06/2024-01/17/2025"
"065441","MRETF","Martinrea International Inc.","MARTINREA INTL INC",NA,262,"05/27/2009","07/31/2009"
"111103","HZO","Martins ETax, Inc.","MARINEMAX INC","Sumrall",2,"04/22/2020","04/02/2020"
"142546","MPX","Marysville Products, Inc.","MARINE PRODUCTS CORP","Marysville",100,"10/29/2001",NA
"177881","MASI","Masimo Corporation","MASIMO CORP","52 Discovery Irvine CA 92618",72,"11/14/2024","01/13/2025"
"121478","SLNM","Maslow Media Company","SALON MEDIA GROUP INC","Detroit",1,"03/03/2016",NA
"121478","SLNM","Maslow Media Group","SALON MEDIA GROUP INC","Seattle",8,"02/26/2016","04/30/2016"
"121478","SLNM","Maslow Media Group, Inc.","SALON MEDIA GROUP INC","Milwaukee",1,"03/21/2016","04/20/2016"
"023697","SONC","Masonico LLC","SONIC CORP","Fraser",176,"01/14/2010",NA
"019753","MGNI","Masonite","MAGNITE INC","Mason City",43,"10/02/2023","09/22/2023"
"019753","MGNI","Masonite Corporation","MAGNITE INC","3632 Petersen Road Stockton CA 95215",59,"02/27/2023","05/05/2023"
"020696","DOOR","Masonite International Corp.","MASONITE INTERNATIONAL CORP","Frederick",70,"03/15/2007","05/16/2007"
"020696","DOOR","Masonite International Corporation","MASONITE INTERNATIONAL CORP","Toledo",79,"03/13/2007","05/14/2007"
"017653","ADMA","MassBiologics","ADMA BIOLOGICS INC","Mattapan",26,"02/24/2023","04/28/2023"
"002497","MTZ","Mastec","MASTEC INC","Atlanta",53,NA,"12/29/2017"
"160225","MA","Master Guard","MASTERCARD INC","Veedersburg",680,"04/02/2020","04/02/2020"
"002497","MTZ","Master Lock Company","MASTEC INC","Milwaukee",235,"08/17/2023","11/03/2023"
